id,tvt,title,gid
571066,887165897585,Beverly Hills Ninja,MV000494120000
100014318,883381769837,Prepare to Die,MV021213760000
100010785,882376177158,Ni Chana Ni Juana,MV000403820000
100033057,881881873654,Obsession,MV022127010000
705117,877516158329,Jungle,MV010264170000
100034868,874627944365,A Mirror of Deception,
674424,873249392290,The Stepmother,MV018460700000
100008602,864343406045,The Twilight Saga: Breaking Dawn Part 2 (Español),MV008232620000
100033056,859920323707,Mother May I,MV022014130000
665877,856292893124,Season of the Witch,MV002659320000
100026970,854346576599,The Only Child,MV022658990000
302753,854125969736,"Yours, Mine And Ours",MV000031920000
100015669,848465550712,Blue Hill Avenue,MV001409340000
100033270,848394860575,Sparkle,MV000111590000
724940,844437317070,Boy Wonder,MV003546290000
302322,840214254790,Deuces Wild,MV001177400000
100024068,837570750285,Continental Split,MV022158170000
589323,831493367493,Superhero Movie,MV002272320000
100033055,829153299075,Don't Look Back,MV022014030000
100031842,828232971158,Dutch II: Angel’s Revenge,MV020726060000
100034496,827842363120,The Secret: Dare to Dream,MV013515800000
589435,827746323439,Date Movie,MV001677700000
100024704,826585952409,One Night in Miami…,MV015329370000
100032159,820172576649,Fatman,MV014551390000
609392,816412710092,Sidekicks,MV000366590000
100032557,813907896889,How to Kill Your Husband?,MV025137520000
681644,810712933744,Revolt,MV010347250000
100032609,801972687307,Disturbing the Peace,MV013604750000
474035,801118733412,Act Like You Love Me,MV004984810000
631544,798099141192,Monsters of Man,MV014426560000
574109,797454086898,Cold Skin,MV010893520000
100015285,796132693150,That Awkward Moment,MV004997390000
100018895,794647908443,The Deceitful Wife,MV021891260000
507592,792111889238,Sex Drive,MV002277310000
703977,788311012605,The Greatest,MV002716030000
100029715,785697315633,Adopted,MV023690800000
100019398,783694745899,The Fog,MV001622860000
713116,782418839197,A Neighbor's Vendetta,MV019843730000
100031992,782167439120,Jack y Jill (Doblado),MV003962770000
305020,782044981532,Men at Work,MV000320670000
621640,780646095343,Stomp the Yard: Homecoming,MV003289150000
676071,780019087561,The Wrong Woman,MV005293350000
100032558,779992711673,The 4 Points,MV025177200000
405451,772363195372,Rescue Dawn,MV001850130000
100028645,768382443771,House of Gucci,MV016384040000
100011547,763021824085,The Chaperone,MV003439000000
100028127,760963036884,Stranger Next Door,MV018367250000
100030681,760733268747,Child's Play,MV012122400000
312200,757164024091,Uptown Girls,MV001387450000
100032575,755440442005,Rock,MV021305140000
604291,754325044107,LOL,MV003899240000
389501,749673542343,Posse,MV000366830000
723572,747924435347,Terrifier 2,MV018831610000
642415,742945937322,Suburban Nightmare: Chris Watts,SH041697130000
100020537,740039191828,Kirk Franklin's the Night Before Christmas,MV019089640000
100026723,738384517635,El Tahúr,MV000279700000
100009101,736121561141,The Last Exit,MV020959890000
100031028,735490008715,"No Honor, Loyalty or Love",MV025149970000
100025224,735114294190,Robbin,MV022471070000
100010899,732877967860,Three Amigos!,MV000214620000
312193,731199049488,Red Dawn,MV000171510000
100026243,730733275989,The Assistant 2,MV022615730000
100006401,728201193699,Carrie (2013),MV004125180000
100033543,726799564373,White Girl,MV008975980000
717197,725662921007,True to the Game,MV010173260000
461203,725031710194,Instructions Not Included,MV004998640000
100027577,719228124636,Surprise 3,MV022900200000
707920,718952771617,Polaroid,MV009841810000
516375,718727096815,Bloodsport,MV000245650000
543896,718046530767,Reign Over Me,MV001849690000
724846,717140172550,My First Love,MV007320400000
521601,715372892335,Recoil,MV003878480000
100032960,714528701011,Bodies Bodies Bodies,MV018247860000
100002779,710734537753,Fiddler on the Roof,MV000057740000
307750,708649641236,Boat Trip,MV001391120000
724344,708144759974,You're Not Alone,MV019925300000
707513,706147274296,Big Stan,MV002034450000
100021600,702101824218,Lockout,MV003756010000
557562,697119686232,The Wild and Wonderful Whites of West Virginia,MV002632890000
375599,684610574114,The Magnificent Seven,MV000011780000
100032232,677567212007,Letras Explícitas: Straight Outta Compton (Doblado),MV018173970000
100033420,674767640474,Energy 2,
571227,668576278949,Til Death Do Us Part,MV006384830000
600021,666782538004,Striptease,MV000480070000
100028682,666507925999,The Crooked Man,MV009286770000
100009862,666332849911,Osmosis Jones,MV001113070000
313908,663922956178,Next Day Air,MV002343710000
300456,661204217352,Mr. Mom,MV000149560000
100005846,661062714971,Love You to Death: The Gabby Petito Story,SH047829860000
460204,659132656847,King of New York,MV000285940000
100008825,659042844263,Finding Normal,MV004825690000
460054,655775411490,My Best Friend's Girl,MV002146060000
639274,651292040116,La Ley Del Monte,MV000237520000
485909,650134879201,Careful What You Wish For,MV007325350000
100017008,649773779189,Revolution,MV000212440000
593678,649727618840,The Great Escape,MV000052150000
100032985,643459432342,Retribution for Cory,MV022980910000
100003927,636520873475,Wish You Well,MV006485140000
590936,636357456119,The Green Hornet,MV002527950000
540148,634127622925,My Bloody Valentine,MV002279850000
100033331,632936730753,Luce,MV018938240000
646736,629398061851,They Call Me Trinity,MV000020360000
439506,624202700920,Blackthorn,MV003672380000
702542,623473643728,Emboscada,MV000547430000
100014338,623390828915,Played and Betrayed,MV021684060000
476912,622031325616,An Awkward Sexual Adventure,MV004674460000
100027911,620736895496,Silent Scream,
100012785,619305426489,Girl in the Box,MV009012930000
608936,616939480749,For the Love of Ruth,MV007457320000
582443,616364931487,Toys & Pets,MV012485240000
358575,615747597877,Mississippi Burning,MV000260990000
672251,613928573462,47 Meters Down,MV009819630000
100031149,608889143811,Too Little Too Late,MV024807970000
585469,606086088392,A Dangerous Man,MV002727470000
577547,603377397645,Lazarus,MV015849220000
100015583,602171880444,Don't Look Away,MV020535420000
100028203,601132886598,TMZ Presents: The Downfall of Diddy The Indictment,SH053023120000
710225,600466142963,The Assistant,MV019758210000
100012163,600297348206,The Perfect Mate,MV017338920000
348935,600077315160,Frozen,MV002738300000
301150,599332581012,Delirious,MV000247290000
300451,597942159011,"It's A Mad, Mad, Mad, Mad World",MV001638870000
312168,596798590811,The Amityville Horror,MV001561240000
472710,594078996552,Lionheart,MV000334430000
642284,591948709627,Janky Promoters,MV002305160000
577523,591353478021,Chestnut: Hero of Central Park,MV001844840000
100032852,589117374564,The Mummy,MV006165250000
100010374,588720347424,The Caregiver,MV020910900000
100026960,586828347657,Rogue Hostage,MV016449350000
100023473,585795114666,TMZ Presents: O.J. How He Really Did It,SH051733030000
100012730,585620454615,The Clark Sisters: First Ladies of Gospel,MV013843540000
681343,585208800199,The Avenger,MV000091260000
100033619,584373224432,1 Million Followers,MV022723760000
100010458,581598552171,Maximum Overdrive,MV000208090000
100016003,580316713588,Fairfield Road,MV003288940000
100013148,572169987398,He Who Findeth,MV021206580000
461204,570683573409,The Forbidden Kingdom,MV002082490000
552975,570437809030,Ozzy,MV009756530000
100031138,568635220859,The One That Got Away,MV023699280000
100033325,566927521977,Death Certificate,
527970,566755119024,Blitz,MV003414310000
100034381,566504229965,Bliss,MV015784430000
300462,566475516199,Rain Man,MV000261880000
692209,566313110320,Running Out of Time,MV011998070000
100011373,564407293764,The Equalizer,MV005496950000
100032379,564242928683,Granny's Place,
100028511,562614300931,"Corrina, Corrina",MV000399760000
100021024,562365911111,Labyrinth,MV000206170000
100032716,560924637134,Lo Imposible (Doblado),MV004869270000
100033058,559273019175,Please,MV021305050000
661462,559119668279,Pimp,MV012051480000
100032812,558623822445,2B Honest,MV023852860000
100027363,558157046414,Boogeyman,MV001552710000
306923,556767590690,Canadian Bacon,MV000424810000
100030134,556551902805,Angels Fallen: Warriors of Peace,MV020284920000
641216,556467309053,Prison Song,MV001107800000
100015968,555770712969,Little John,MV001204320000
533299,553827568719,Sargento Stubby (Doblado),MV021036660000
651106,553479480548,Tootsie,MV000137600000
100031257,552988096384,Imani,MV019555540000
100011059,551857045065,The Twilight Saga: New Moon (Español),MV005653290000
100011061,544514158245,The Twilight Saga: Breaking Dawn Part 1 (Español),MV004914800000
100015914,544063640243,The Magic of Ordinary Days,MV001545100000
306931,543252266936,Fargo,MV000447980000
560768,540696176093,Uncle P,MV002042020000
400845,540306927622,Kill the Irishman,MV003303440000
100028504,540149602516,Them!,MV000079920000
100030146,539438334480,The Ritual,MV023223620000
100029629,538888921879,Double Blended,MV023745230000
100031938,538032955153,The Bridge,
100025273,537662338033,Lantern's Lane,MV017292250000
100029885,537122665655,The Post,MV023037060000
534770,536162790148,Frontera (Doblado),MV008970940000
100011498,534927809167,The Equalizer 2,MV020712180000
401472,534553882577,Colors,MV000247890000
100013793,533269948032,Desperation Road,MV020438360000
660973,531872168821,Perfume De Violetas,MV001412100000
300454,530914539224,Moonstruck,MV000241930000
681402,529887904689,The Circle,MV009405300000
300445,528253566085,All Dogs Go to Heaven,MV000281490000
514069,527353163917,The Locusts,MV000520870000
100016029,526678546187,A Place for Annie,MV000388270000
306917,526186939378,The Arrival,MV000464920000
100014765,526142168017,Bandit,MV018680710000
559020,524212715156,Terrifier,MV012165650000
100010643,521726628934,Surprise 2,MV020899970000
307760,516802002080,The Devil's Rejects,MV001655140000
550810,511291182623,El Código Del Miedo (Doblado),MV004981470000
449370,511164443529,Girl Lost,MV011778550000
100015964,508523712733,Rose Hill,MV000498800000
544326,508211292243,Finding Forrester,MV001011260000
100031141,507954319304,CODE,MV023959180000
100006114,507752514708,If I Can't,MV020445250000
577296,505392607237,Bandidas,MV001774220000
497642,503899482253,Fist of Fury,MV000465700000
661460,503513753169,Behind You,MV013955790000
100019848,501010792680,Side Effects,MV004122080000
724735,500910893025,True to the Game 3,MV016873430000
100011060,500680977287,The Twilight Saga: Eclipse (Español),MV003501180000
310145,498144682863,Platoon,MV000214430000
100012757,497258789286,Toni Braxton: Unbreak My Heart,MV008344560000
100000719,495710709696,Surprise,MV020022030000
639215,492769271088,Winchester,MV010312540000
100022500,492300265783,Illicit,MV009814360000
714654,490041049152,Almost Heroes,MV000589250000
100028513,489192447603,The Dukes of Hazzard: The Beginning,MV001918150000
465367,488845271450,Bones,MV001139440000
561890,487463496232,Plug Love,MV010223050000
100032793,486486263146,Scavenger Hunt,MV000013550000
636901,485219897709,The Available Wife,MV015558830000
670405,483963148318,Felon,MV002294710000
461831,481323324413,The Perfect Host,MV002726730000
355681,480601726956,The Amityville Horror,MV000008110000
100012668,478070474544,I Hate You to Death,MV020960000000
100032405,476893411930,Love Jacked,MV010877180000
100007651,476389661805,The Vigilante,MV020677040000
100030834,475414976498,Jurassic Domination,MV018432440000
100031148,474611083867,Cheater Cheater,
100030829,473810913225,The Little Mermaid,MV020077940000
100012578,470347595224,Abducted: The Carlina White Story,MV004150470000
100028439,470258837712,The Greatest Inheritance,MV017868820000
654882,470151247972,Judy Moody and the Not Bummer Summer,MV003497450000
100001605,469732837119,The Thing From Another World,MV000913320000
572750,468258354694,The Blackout: Invasion Earth,MV015343920000
305798,467676084378,Bio-Dome,MV000445790000
100031845,467397381743,Shark Night,MV003549580000
100019855,464609347493,Kidnap,MV007650640000
634430,463493906298,The Healer,MV012091750000
100015916,463081273125,Old Man,MV000493580000
100033616,462700067190,Cap and Gown,
644009,462673972405,Black Pioneer,MV018325710000
100016890,461766341111,Always a Bridesmaid,MV013002920000
701398,460215707110,The Minute You Wake Up Dead,MV018749500000
300464,459916078089,Return To Me,MV000834020000
466707,458194965268,Knockout,MV003541890000
100032457,457362513736,The Unbearable Weight of Massive Talent,MV013824390000
698978,457198727562,The Manny,MV019160890000
508030,457113782959,The Women of Brewster Place,SH015341700000
100002845,457022207086,The Weapon,MV019668410000
100032927,456134903035,Radical Jack,MV001153740000
646737,455457073814,Trinity Is Still My Name,MV000040970000
663546,455239115275,The Color of Love: Jacey's Story,MV000836770000
694144,454488807853,Godzilla,MV000587600000
100006880,454276646105,Doing Hard Time,MV001534240000
100014247,453463380836,Support Your Local Sheriff!,MV000068430000
616772,453026048530,Gotti,MV009984060000
300461,452976516871,Quigley Down Under,MV000323090000
307753,452608852450,Kickboxer,MV000276390000
476644,451752162058,The Boondock Saints,MV001787500000
364126,451418883479,Thelma & Louise,MV000333500000
100018430,451019328802,187,MV005147090000
100032970,450633229320,The Indian Fighter,MV000088600000
100028455,450436680533,"Everything, Everything",MV009512940000
100018956,450026422506,The Ex Next Door,MV012986340000
552379,449596909338,6 Balas (Doblado),MV006007470000
100010923,449479647059,The Big Country,MV000018690000
639245,448629747276,El Hijo Del Pueblo,MV000322750000
310141,448331829209,Lone Wolf McQuade,MV000139530000
685701,447734640883,Niñas Malas,MV002414980000
552502,447095746136,The Final Countdown,MV000013170000
590992,444776934947,A Valentine's Date,MV003461720000
100029081,444679314984,Hush,MV008731220000
495156,444492576526,The Killing Secret,MV000539940000
100016426,443220160456,Left Behind: The Movie,MV018842460000
100014767,442053688597,Dead for a Dollar,MV018680770000
100006951,441538774838,A Love Story From the Streets,MV020513390000
620886,441156124952,The Road,MV002223090000
100016937,440054897051,Dirty Teacher,MV004639310000
348092,439275163663,Chaos,MV001632460000
636625,439119397768,"El Diablo, El Santo Y El Tonto",MV000276830000
692126,438791501363,True to the Game 2,MV013880680000
620693,438577482754,Come Away Home,MV001599640000
447851,438001049038,Shattered,MV002043550000
100019869,435152858586,Earthquake Underground,MV021615550000
404574,434837765795,Bulletproof Monk,MV001335330000
100030651,434329364130,I Am Gabriel,MV004093830000
702534,433499735212,El Cuatrero,MV000939570000
100008974,432933716898,13 Minutes,MV016799650000
581330,432078580091,The Belko Experiment,MV009312020000
698128,431160568976,Running With the Devil,MV012593020000
702538,429393083704,Por Tu Maldito Amor,MV000414090000
100027094,428978411278,Till Death Do Us 2,
100031820,427181704719,The Other Wife,SH036430890000
100012806,426751128266,Believe Me: The Abduction of Lisa McVey,MV011874320000
100004590,425963692109,Point Break,MV000337110000
100032228,425494583825,Feliz Día de tu Muerte 2 (Doblado),MV012461180000
312196,425365499415,Showgirls,MV000441160000
100031291,425111214970,No Such Thing As Loyalty 4,MV024781810000
100031139,424857096921,Slide,MV024975390000
100018517,424422164563,Deep Cover,MV000349430000
310149,424168598516,The Secret of NIMH,MV000108990000
300831,423543556568,A Better Life,MV003519010000
300169,423476207021,The Ninth Gate,MV000790560000
589397,422948210129,Snowpiercer,MV005012200000
635480,422612698741,In Broad Daylight,MV012725780000
555815,422173129240,Underdog Kids,MV007629700000
703562,421955642471,A Murderer Upstairs,MV010003690000
460056,421917587822,I Spit on Your Grave,MV003246310000
520213,420864092539,Train to Busan (Dubbed),MV009102870000
100031914,420313508203,We Kill Them All,MV025187920000
100016044,419868500035,The Stepdaughter,MV021622800000
674393,419575180427,Convoy,MV000067230000
283959,419538567778,Megan is Missing,MV003552470000
100013267,418784788127,Arctic Armageddon,MV020751740000
445669,418416575754,Death of a Cheerleader,MV000463610000
553603,417597059465,Stolen From the Suburbs,MV007949570000
100031937,417496172383,Goon Squad,MV021186660000
100031150,417276076305,Twisted Marriage,
639321,415257478629,Wish Upon,MV009757350000
100004694,414856293234,Dogtown and Z-Boys,MV000989980000
